dia;sigla;nome;confirmados;obitos
2020-03-15;TO;TOCANTINS;   0;NA
2020-03-16;AC;ACRE;   0;NA
2020-03-16;AL;ALAGOAS;   1;NA
2020-03-16;AP;AMAPÁ;   0;NA
2020-03-16;AM;AMAZONAS;   1;NA
2020-03-16;BA;BAHIA;   2;NA
2020-03-16;CE;CEARÁ;   0;NA
2020-03-16;DF;DISTRITO FEDERAL;  13;NA
2020-03-16;ES;ESPÍRITO SANTO;   1;NA
2020-03-16;GO;GOIÁS;   3;NA
2020-03-16;MA;MARANHÃO;   0;NA
2020-03-16;MT;MATO GROSSO;   0;NA
2020-03-16;MS;MATO GROSSO DO SUL;   2;NA
2020-03-16;MG;MINAS GERAIS;   5;NA
2020-03-16;PA;PARÁ;   0;NA
2020-03-16;PB;PARAÍBA;   0;NA
2020-03-16;PR;PARANÁ;   6;NA
2020-03-16;PE;PERNAMBUCO;   2;NA
2020-03-16;PI;PIAUÍ;   0;NA
2020-03-16;RJ;RIO DE JANEIRO;  31;NA
2020-03-16;RN;RIO GRANDE DO NORTE;   1;NA
2020-03-16;RS;RIO GRANDE DO SUL;   6;NA
2020-03-16;RO;RONDÔNIA;   0;NA
2020-03-16;RR;RORAIMA;   0;NA
2020-03-16;SC;SANTA CATARINA;   7;NA
2020-03-16;SP;SÃO PAULO; 152;NA
2020-03-16;SE;SERGIPE;   1;NA
2020-03-16;TO;TOCANTINS;   0;NA
2020-03-17;AC;ACRE;   0;NA
2020-03-17;AL;ALAGOAS;   1;NA
2020-03-17;AP;AMAPÁ;   0;NA
2020-03-17;AM;AMAZONAS;   1;NA
2020-03-17;BA;BAHIA;   3;NA
2020-03-17;CE;CEARÁ;   5;NA
2020-03-17;DF;DISTRITO FEDERAL;  21;NA
2020-03-17;ES;ESPÍRITO SANTO;   1;NA
2020-03-17;GO;GOIÁS;   6;NA
2020-03-17;MA;MARANHÃO;   0;NA
2020-03-17;MT;MATO GROSSO;   0;NA
2020-03-17;MS;MATO GROSSO DO SUL;   4;NA
2020-03-17;MG;MINAS GERAIS;   7;NA
2020-03-17;PA;PARÁ;   0;NA
2020-03-17;PB;PARAÍBA;   0;NA
2020-03-17;PR;PARANÁ;   6;NA
2020-03-17;PE;PERNAMBUCO;  16;NA
2020-03-17;PI;PIAUÍ;   0;NA
2020-03-17;RJ;RIO DE JANEIRO;  33;NA
2020-03-17;RN;RIO GRANDE DO NORTE;   1;NA
2020-03-17;RS;RIO GRANDE DO SUL;  10;NA
2020-03-17;RO;RONDÔNIA;   0;NA
2020-03-17;RR;RORAIMA;   0;NA
2020-03-17;SC;SANTA CATARINA;   7;NA
2020-03-17;SP;SÃO PAULO; 164; 1
2020-03-17;SE;SERGIPE;   4;NA
2020-03-17;TO;TOCANTINS;   0;NA
2020-03-18;AC;ACRE;   0;NA
2020-03-18;AL;ALAGOAS;   1;NA
2020-03-18;AP;AMAPÁ;   0;NA
2020-03-18;AM;AMAZONAS;   1;NA
2020-03-18;BA;BAHIA;   3;NA
2020-03-18;CE;CEARÁ;   9;NA
2020-03-18;DF;DISTRITO FEDERAL;  26;NA
2020-03-18;ES;ESPÍRITO SANTO;   9;NA
2020-03-18;GO;GOIÁS;   8;NA
2020-03-18;MA;MARANHÃO;   0;NA
2020-03-18;MT;MATO GROSSO;   0;NA
2020-03-18;MS;MATO GROSSO DO SUL;   7;NA
2020-03-18;MG;MINAS GERAIS;  15;NA
2020-03-18;PA;PARÁ;   0;NA
2020-03-18;PB;PARAÍBA;   0;NA
2020-03-18;PR;PARANÁ;  13;NA
2020-03-18;PE;PERNAMBUCO;  16;NA
2020-03-18;PI;PIAUÍ;   0;NA
2020-03-18;RJ;RIO DE JANEIRO;  45;NA
2020-03-18;RN;RIO GRANDE DO NORTE;   1;NA
2020-03-18;RS;RIO GRANDE DO SUL;  19;NA
2020-03-18;RO;RONDÔNIA;   0;NA
2020-03-18;RR;RORAIMA;   0;NA
2020-03-18;SC;SANTA CATARINA;  10;NA
2020-03-18;SP;SÃO PAULO; 240; 4
2020-03-18;SE;SERGIPE;   5;NA
2020-03-18;TO;TOCANTINS;   0;NA
2020-03-19;AC;ACRE;   3;NA
2020-03-19;AL;ALAGOAS;   4;NA
2020-03-19;AP;AMAPÁ;   0;NA
2020-03-19;AM;AMAZONAS;   3;NA
2020-03-19;BA;BAHIA;  30;NA
2020-03-19;CE;CEARÁ;  20;NA
2020-03-19;DF;DISTRITO FEDERAL;  42;NA
2020-03-19;ES;ESPÍRITO SANTO;  11;NA
2020-03-19;GO;GOIÁS;  12;NA
2020-03-19;MA;MARANHÃO;   0;NA
2020-03-19;MT;MATO GROSSO;   0;NA
2020-03-19;MS;MATO GROSSO DO SUL;   7;NA
2020-03-19;MG;MINAS GERAIS;  29;NA
2020-03-19;PA;PARÁ;   1;NA
2020-03-19;PB;PARAÍBA;   1;NA
2020-03-19;PR;PARANÁ;  23;NA
2020-03-19;PE;PERNAMBUCO;  28;NA
2020-03-19;PI;PIAUÍ;   0;NA
2020-03-19;RJ;RIO DE JANEIRO;  65; 2
2020-03-19;RN;RIO GRANDE DO NORTE;   1;NA
2020-03-19;RS;RIO GRANDE DO SUL;  28;NA
2020-03-19;RO;RONDÔNIA;   0;NA
2020-03-19;RR;RORAIMA;   0;NA
2020-03-19;SC;SANTA CATARINA;  20;NA
2020-03-19;SP;SÃO PAULO; 286; 2
2020-03-19;SE;SERGIPE;   6;NA
2020-03-19;TO;TOCANTINS;   1;NA
2020-03-20;AC;ACRE;   7;NA
2020-03-20;AL;ALAGOAS;   5;NA
2020-03-20;AP;AMAPÁ;   1;NA
2020-03-20;AM;AMAZONAS;   3;NA
2020-03-20;BA;BAHIA;  33;NA
2020-03-20;CE;CEARÁ;  55;NA
2020-03-20;DF;DISTRITO FEDERAL;  87;NA
2020-03-20;ES;ESPÍRITO SANTO;  13;NA
2020-03-20;GO;GOIÁS;  15;NA
2020-03-20;MA;MARANHÃO;   0;NA
2020-03-20;MT;MATO GROSSO;   1;NA
2020-03-20;MS;MATO GROSSO DO SUL;   9;NA
2020-03-20;MG;MINAS GERAIS;  35;NA
2020-03-20;PA;PARÁ;   2;NA
2020-03-20;PB;PARAÍBA;   1;NA
2020-03-20;PR;PARANÁ;  32;NA
2020-03-20;PE;PERNAMBUCO;  30;NA
2020-03-20;PI;PIAUÍ;   3;NA
2020-03-20;RJ;RIO DE JANEIRO; 109; 2
2020-03-20;RN;RIO GRANDE DO NORTE;   1;NA
2020-03-20;RS;RIO GRANDE DO SUL;  37;NA
2020-03-20;RO;RONDÔNIA;   1;NA
2020-03-20;RR;RORAIMA;   0;NA
2020-03-20;SC;SANTA CATARINA;  21;NA
2020-03-20;SP;SÃO PAULO; 396; 9
2020-03-20;SE;SERGIPE;   6;NA
2020-03-20;TO;TOCANTINS;   1;NA
2020-03-21;AC;ACRE;   9;NA
2020-03-21;AL;ALAGOAS;   7;NA
2020-03-21;AP;AMAPÁ;   1;NA
2020-03-21;AM;AMAZONAS;  11;NA
2020-03-21;BA;BAHIA;  41;NA
2020-03-21;CE;CEARÁ;  68;NA
2020-03-21;DF;DISTRITO FEDERAL; 100;NA
2020-03-21;ES;ESPÍRITO SANTO;  26;NA
2020-03-21;GO;GOIÁS;  20;NA
2020-03-21;MA;MARANHÃO;   0;NA
2020-03-21;MT;MATO GROSSO;   2;NA
2020-03-21;MS;MATO GROSSO DO SUL;  16;NA
2020-03-21;MG;MINAS GERAIS;  38;NA
2020-03-21;PA;PARÁ;   2;NA
2020-03-21;PB;PARAÍBA;   1;NA
2020-03-21;PR;PARANÁ;  43;NA
2020-03-21;PE;PERNAMBUCO;  30;NA
2020-03-21;PI;PIAUÍ;   4;NA
2020-03-21;RJ;RIO DE JANEIRO; 119; 3
2020-03-21;RN;RIO GRANDE DO NORTE;   6;NA
2020-03-21;RS;RIO GRANDE DO SUL;  60;NA
2020-03-21;RO;RONDÔNIA;   1;NA
2020-03-21;RR;RORAIMA;   0;NA
2020-03-21;SC;SANTA CATARINA;  51;NA
2020-03-21;SP;SÃO PAULO; 459;15
2020-03-21;SE;SERGIPE;  10;NA
2020-03-21;TO;TOCANTINS;   2;NA
2020-03-22;AC;ACRE;  11;NA
2020-03-22;AL;ALAGOAS;   7;NA
2020-03-22;AP;AMAPÁ;   1;NA
2020-03-22;AM;AMAZONAS;  26;NA
2020-03-22;BA;BAHIA;  49;NA
2020-03-22;CE;CEARÁ; 112;NA
2020-03-22;DF;DISTRITO FEDERAL; 117;NA
2020-03-22;ES;ESPÍRITO SANTO;  26;NA
2020-03-22;GO;GOIÁS;  21;NA
2020-03-22;MA;MARANHÃO;   2;NA
2020-03-22;MT;MATO GROSSO;   2;NA
2020-03-22;MS;MATO GROSSO DO SUL;  21;NA
2020-03-22;MG;MINAS GERAIS;  83;NA
2020-03-22;PA;PARÁ;   4;NA
2020-03-22;PB;PARAÍBA;   1;NA
2020-03-22;PR;PARANÁ;  50;NA
2020-03-22;PE;PERNAMBUCO;  37;NA
2020-03-22;PI;PIAUÍ;   4;NA
2020-03-22;RJ;RIO DE JANEIRO; 186; 3
2020-03-22;RN;RIO GRANDE DO NORTE;   9;NA
2020-03-22;RS;RIO GRANDE DO SUL;  72;NA
2020-03-22;RO;RONDÔNIA;   3;NA
2020-03-22;RR;RORAIMA;   2;NA
2020-03-22;SC;SANTA CATARINA;  57;NA
2020-03-22;SP;SÃO PAULO; 631;22
2020-03-22;SE;SERGIPE;  10;NA
2020-03-22;TO;TOCANTINS;   2;NA
2020-03-23;AC;ACRE;  11;NA
2020-03-23;AL;ALAGOAS;   7;NA
2020-03-23;AP;AMAPÁ;   1;NA
2020-03-23;AM;AMAZONAS;  32;NA
2020-03-23;BA;BAHIA;  63;NA
2020-03-23;CE;CEARÁ; 163;NA
2020-03-23;DF;DISTRITO FEDERAL; 133;NA
2020-03-23;ES;ESPÍRITO SANTO;  29;NA
2020-03-23;GO;GOIÁS;  23;NA
2020-03-23;MA;MARANHÃO;   2;NA
2020-03-23;MT;MATO GROSSO;   2;NA
2020-03-23;MS;MATO GROSSO DO SUL;  21;NA
2020-03-23;MG;MINAS GERAIS; 128;NA
2020-03-23;PA;PARÁ;   5;NA
2020-03-23;PB;PARAÍBA;   2;NA
2020-03-23;PR;PARANÁ;  56;NA
2020-03-23;PE;PERNAMBUCO;  42;NA
2020-03-23;PI;PIAUÍ;   6;NA
2020-03-23;RJ;RIO DE JANEIRO; 233; 4
2020-03-23;RN;RIO GRANDE DO NORTE;  13;NA
2020-03-23;RS;RIO GRANDE DO SUL;  86;NA
2020-03-23;RO;RONDÔNIA;   3;NA
2020-03-23;RR;RORAIMA;   2;NA
2020-03-23;SC;SANTA CATARINA;  68;NA
2020-03-23;SP;SÃO PAULO; 745;30
2020-03-23;SE;SERGIPE;  10;NA
2020-03-23;TO;TOCANTINS;   5;NA
2020-03-24;AC;ACRE;  17;NA
2020-03-24;AL;ALAGOAS;   9;NA
2020-03-24;AP;AMAPÁ;   1;NA
2020-03-24;AM;AMAZONAS;  47;NA
2020-03-24;BA;BAHIA;  76;NA
2020-03-24;CE;CEARÁ; 182;NA
2020-03-24;DF;DISTRITO FEDERAL; 160;NA
2020-03-24;ES;ESPÍRITO SANTO;  33;NA
2020-03-24;GO;GOIÁS;  27;NA
2020-03-24;MA;MARANHÃO;   8;NA
2020-03-24;MT;MATO GROSSO;   7;NA
2020-03-24;MS;MATO GROSSO DO SUL;  23;NA
2020-03-24;MG;MINAS GERAIS; 130;NA
2020-03-24;PA;PARÁ;   5;NA
2020-03-24;PB;PARAÍBA;   3;NA
2020-03-24;PR;PARANÁ;  65;NA
2020-03-24;PE;PERNAMBUCO;  42;NA
2020-03-24;PI;PIAUÍ;   6;NA
2020-03-24;RJ;RIO DE JANEIRO; 305; 6
2020-03-24;RN;RIO GRANDE DO NORTE;  13;NA
2020-03-24;RS;RIO GRANDE DO SUL;  98;NA
2020-03-24;RO;RONDÔNIA;   3;NA
2020-03-24;RR;RORAIMA;   2;NA
2020-03-24;SC;SANTA CATARINA; 107;NA
2020-03-24;SP;SÃO PAULO; 810;40
2020-03-24;SE;SERGIPE;  15;NA
2020-03-24;TO;TOCANTINS;   7;NA
2020-03-25;AC;ACRE;  23;NA
2020-03-25;AL;ALAGOAS;  11;NA
2020-03-25;AP;AMAPÁ;   1;NA
2020-03-25;AM;AMAZONAS;  54; 1
2020-03-25;BA;BAHIA;  84;NA
2020-03-25;CE;CEARÁ; 200;NA
2020-03-25;DF;DISTRITO FEDERAL; 160;NA
2020-03-25;ES;ESPÍRITO SANTO;  39;NA
2020-03-25;GO;GOIÁS;  29;NA
2020-03-25;MA;MARANHÃO;   8;NA
2020-03-25;MT;MATO GROSSO;   8;NA
2020-03-25;MS;MATO GROSSO DO SUL;  24;NA
2020-03-25;MG;MINAS GERAIS; 133;NA
2020-03-25;PA;PARÁ;   7;NA
2020-03-25;PB;PARAÍBA;   3;NA
2020-03-25;PR;PARANÁ;  81;NA
2020-03-25;PE;PERNAMBUCO;  46; 1
2020-03-25;PI;PIAUÍ;   8;NA
2020-03-25;RJ;RIO DE JANEIRO; 370; 8
2020-03-25;RN;RIO GRANDE DO NORTE;  14;NA
2020-03-25;RS;RIO GRANDE DO SUL; 123; 1
2020-03-25;RO;RONDÔNIA;   5;NA
2020-03-25;RR;RORAIMA;   8;NA
2020-03-25;SC;SANTA CATARINA; 109;NA
2020-03-25;SP;SÃO PAULO; 862;48
2020-03-25;SE;SERGIPE;  16;NA
2020-03-25;TO;TOCANTINS;   7;NA
2020-03-26;AC;ACRE;  24;NA
2020-03-26;AL;ALAGOAS;  11;NA
2020-03-26;AP;AMAPÁ;   2;NA
2020-03-26;AM;AMAZONAS;  67; 1
2020-03-26;BA;BAHIA; 104;NA
2020-03-26;CE;CEARÁ; 235; 3
2020-03-26;DF;DISTRITO FEDERAL; 200;NA
2020-03-26;ES;ESPÍRITO SANTO;  39;NA
2020-03-26;GO;GOIÁS;  39; 1
2020-03-26;MA;MARANHÃO;  10;NA
2020-03-26;MT;MATO GROSSO;  11;NA
2020-03-26;MS;MATO GROSSO DO SUL;  25;NA
2020-03-26;MG;MINAS GERAIS; 153;NA
2020-03-26;PA;PARÁ;  13;NA
2020-03-26;PB;PARAÍBA;   5;NA
2020-03-26;PR;PARANÁ; 102;NA
2020-03-26;PE;PERNAMBUCO;  48; 3
2020-03-26;PI;PIAUÍ;   9;NA
2020-03-26;RJ;RIO DE JANEIRO; 421; 9
2020-03-26;RN;RIO GRANDE DO NORTE;  19;NA
2020-03-26;RS;RIO GRANDE DO SUL; 168; 1
2020-03-26;RO;RONDÔNIA;   5;NA
2020-03-26;RR;RORAIMA;   8;NA
2020-03-26;SC;SANTA CATARINA; 122; 1
2020-03-26;SP;SÃO PAULO;1052;58
2020-03-26;SE;SERGIPE;  16;NA
2020-03-26;TO;TOCANTINS;   7;NA
2020-03-27;AC;ACRE;  25;NA
2020-03-27;AL;ALAGOAS;  11;NA
2020-03-27;AP;AMAPÁ;   2;NA
2020-03-27;AM;AMAZONAS;  81; 1
2020-03-27;BA;BAHIA; 115;NA
2020-03-27;CE;CEARÁ; 282; 3
2020-03-27;DF;DISTRITO FEDERAL; 230;NA
2020-03-27;ES;ESPÍRITO SANTO;  47;NA
2020-03-27;GO;GOIÁS;  49; 1
2020-03-27;MA;MARANHÃO;  13;NA
2020-03-27;MT;MATO GROSSO;  11;NA
2020-03-27;MS;MATO GROSSO DO SUL;  28;NA
2020-03-27;MG;MINAS GERAIS; 189;NA
2020-03-27;PA;PARÁ;  13;NA
2020-03-27;PB;PARAÍBA;   9;NA
2020-03-27;PR;PARANÁ; 119; 2
2020-03-27;PE;PERNAMBUCO;  56; 4
2020-03-27;PI;PIAUÍ;   9;NA
2020-03-27;RJ;RIO DE JANEIRO; 493;10
2020-03-27;RN;RIO GRANDE DO NORTE;  28;NA
2020-03-27;RS;RIO GRANDE DO SUL; 195; 2
2020-03-27;RO;RONDÔNIA;   6;NA
2020-03-27;RR;RORAIMA;  10;NA
2020-03-27;SC;SANTA CATARINA; 149; 1
2020-03-27;SP;SÃO PAULO;1223;68
2020-03-27;SE;SERGIPE;  16;NA
2020-03-27;TO;TOCANTINS;   8;NA
2020-03-28;AC;ACRE;  25;NA
2020-03-28;AL;ALAGOAS;  14;NA
2020-03-28;AP;AMAPÁ;   4;NA
2020-03-28;AM;AMAZONAS; 111; 1
2020-03-28;BA;BAHIA; 128;NA
2020-03-28;CE;CEARÁ; 314; 4
2020-03-28;DF;DISTRITO FEDERAL; 260;NA
2020-03-28;ES;ESPÍRITO SANTO;  53;NA
2020-03-28;GO;GOIÁS;  56; 1
2020-03-28;MA;MARANHÃO;  14;NA
2020-03-28;MT;MATO GROSSO;  13;NA
2020-03-28;MS;MATO GROSSO DO SUL;  31;NA
2020-03-28;MG;MINAS GERAIS; 205;NA
2020-03-28;PA;PARÁ;  17;NA
2020-03-28;PB;PARAÍBA;  14;NA
2020-03-28;PR;PARANÁ; 133; 2
2020-03-28;PE;PERNAMBUCO;  68; 5
2020-03-28;PI;PIAUÍ;  11; 1
2020-03-28;RJ;RIO DE JANEIRO; 558;13
2020-03-28;RN;RIO GRANDE DO NORTE;  45;NA
2020-03-28;RS;RIO GRANDE DO SUL; 197; 2
2020-03-28;RO;RONDÔNIA;   6;NA
2020-03-28;RR;RORAIMA;  12;NA
2020-03-28;SC;SANTA CATARINA; 184; 1
2020-03-28;SP;SÃO PAULO;1406;84
2020-03-28;SE;SERGIPE;  16;NA
2020-03-28;TO;TOCANTINS;   9;NA
2020-03-29;AC;ACRE;  34;NA
2020-03-29;AL;ALAGOAS;  17;NA
2020-03-29;AP;AMAPÁ;   4;NA
2020-03-29;AM;AMAZONAS; 140; 1
2020-03-29;BA;BAHIA; 154; 1
2020-03-29;CE;CEARÁ; 348; 5
2020-03-29;DF;DISTRITO FEDERAL; 289; 1
2020-03-29;ES;ESPÍRITO SANTO;  60;NA
2020-03-29;GO;GOIÁS;  58; 1
2020-03-29;MA;MARANHÃO;  16; 1
2020-03-29;MT;MATO GROSSO;  16;NA
2020-03-29;MS;MATO GROSSO DO SUL;  36;NA
2020-03-29;MG;MINAS GERAIS; 231;NA
2020-03-29;PA;PARÁ;  18;NA
2020-03-29;PB;PARAÍBA;  14;NA
2020-03-29;PR;PARANÁ; 148; 2
2020-03-29;PE;PERNAMBUCO;  73; 5
2020-03-29;PI;PIAUÍ;  14; 1
2020-03-29;RJ;RIO DE JANEIRO; 600;17
2020-03-29;RN;RIO GRANDE DO NORTE;  68;NA
2020-03-29;RS;RIO GRANDE DO SUL; 226; 2
2020-03-29;RO;RONDÔNIA;   6;NA
2020-03-29;RR;RORAIMA;  16;NA
2020-03-29;SC;SANTA CATARINA; 194; 1
2020-03-29;SP;SÃO PAULO;1451;98
2020-03-29;SE;SERGIPE;  16;NA
2020-03-29;TO;TOCANTINS;   9;NA
